Index [<ind>],Particle X-Coordinate X Particle ID (Study 01 - Particles) [m],Particle Y-Coordinate X Particle ID (Study 01 - Particles) [m],Particle Z-Coordinate X Particle ID (Study 01 - Particles) [m]
1430,0.484677,-0.94197,-0.180238
1431,0.361174,0.0304663,-0.242568
1432,0.161456,-1.05519,0.100232
1433,-0.148212,-1.04809,0.384786
1434,0.381535,-0.990903,0.1556
1435,0.298952,-1.02204,0.0396095
1436,-0.347524,0.0457432,-0.255775
1437,0.377138,-1.082,0.215493
1438,0.129119,-1.03015,0.364381
1439,-0.236503,0.0243419,-0.323897
1440,-0.263666,-0.40659,0.145736
1441,-0.448054,-0.86636,-0.218881
1442,0.483367,-1.01776,-0.124337
1443,0.358685,0.0388451,0.0326671
1444,0.00622831,-1.01207,-0.352735
1445,0.0123418,-1.0295,-0.226821
1446,-0.457223,-1.0843,0.0444957
1447,0.117238,-0.982209,-0.382119
1448,-0.0394047,-1.01786,0.171771
1449,0.333195,-1.08197,-0.0363492
1450,0.352216,-1.08064,0.115139
1451,0.276536,0.0478625,-0.0517314
1452,-0.166985,-1.03634,-0.188213
1453,0.147817,-1.0516,-0.333605
1454,-0.235071,-0.480003,-0.0668252
1455,-0.483483,-1.05051,-0.173467
1456,0.403103,-0.603264,0.374914
1457,0.0901669,-1.03982,-0.0655707
1458,-0.233747,-1.0087,-0.358398
1459,-0.229207,-0.353228,-0.318741
1460,-0.262544,0.05485,-0.383333
1461,0.150712,-1.05063,0.380393
1462,-0.0189528,-1.0192,-0.0553418
1463,0.355034,-1.06836,0.158011
1464,0.263643,-1.06156,-0.297132
1465,0.315768,-1.07604,0.123214
1466,0.454037,0.0175633,-0.373928
1467,-0.222181,-1.05271,-0.205912
1468,0.153123,-1.0559,-0.382862
1469,0.00472226,-1.00952,0.0349874
1470,-0.122244,-1.03322,0.136684
1471,-0.368108,-0.855571,0.155202
1472,-0.25698,0.0488903,0.198652
1473,-0.21097,-1.04671,-0.17496
1474,0.158038,-1.04941,-0.304824
1475,0.387848,0.0458253,0.123664
1476,-0.183544,-1.04687,0.283602
1477,0.291341,0.0647604,0.26915
1478,0.416512,-1.06486,-0.0499303
1479,-0.374272,-1.05811,0.384385
1480,-0.380859,0.0190962,0.362455
1481,0.341245,-1.0829,0.0593367
1482,-0.300973,0.0598702,0.0109327
1483,-0.46235,0.0163248,-0.191969
1484,0.306379,-1.08472,-0.00868766
1485,0.42466,-1.05979,0.0399304
1486,0.0473284,-0.96112,-0.384697
1487,0.230654,-1.04312,0.380022
1488,-0.360092,-1.08356,-0.281059
1489,0.0182291,-1.00862,0.314438
1490,0.138697,-1.0393,0.145952
1491,0.320158,-1.08196,-0.31166
1492,0.481139,-0.954023,-0.325255
1493,-0.116963,-1.02043,-0.00360188
1494,-0.159697,-1.03357,0.0941349
1495,-0.0910415,-1.02619,-0.384736
1496,0.0470967,-1.04097,0.112743
1497,0.336158,0.0488898,-0.00777439
1498,0.00119794,-0.997663,0.00286604
1499,-0.16641,-0.383835,0.271702
1500,0.430352,0.0156624,-0.235096
1501,0.48103,-1.08109,-0.349158
1502,0.403594,0.0167387,-0.201983
1503,-0.00548182,-1.02018,-0.200976
1504,0.00871741,-1.02193,-0.260522
1505,-0.0578799,-1.01773,0.244503
1506,0.305454,-0.469878,0.0686264
1507,-0.246541,-1.04254,0.0300718
1508,-0.376682,0.0183942,-0.267464
1509,-0.0607998,-1.03229,0.277667
1510,-0.285699,-1.04784,0.0425243
1511,0.482625,-1.0085,0.0109916
1512,-0.228169,0.0280851,-0.271908
1513,-0.35612,0.019067,-0.229674
1514,-0.220689,-1.05662,0.341699
1515,0.369418,0.0474669,0.000575228
1516,0.302149,-1.06094,-0.0281326
1517,0.0455525,-1.0175,0.185005
1518,-0.443739,-0.833212,0.131339
1519,-0.293275,0.0657663,-0.351473
1520,0.383387,-0.826614,0.186428
1521,0.212219,-1.08509,0.0747564
1522,0.173693,-1.05929,-0.111113
1523,-0.264398,0.0743083,0.312452
1524,-0.283387,0.063808,0.0437538
1525,0.0321773,-1.05636,0.382541
1526,-0.0820533,-1.04904,-0.357849
1527,-0.153372,-1.03164,-0.254347
1528,-0.423613,-1.08268,-0.033491
1529,0.413655,0.0355226,-0.258451
1530,0.473674,-0.798999,-0.11331
1531,0.0800418,-1.02309,0.290995
1532,-0.325477,-1.05313,0.153377
1533,-0.0300184,-1.01118,-0.147631
1534,0.383899,0.0556162,-0.065011
1535,0.250615,-0.992243,0.359818
1536,0.376993,-1.06369,-0.0281841
1537,0.429,0.0190384,0.24437
1538,0.34322,-1.02398,0.00487368
1539,0.46626,0.0193244,0.234295
1540,0.0398072,-1.01089,-0.323378
1541,-0.457056,0.0159649,0.017103
1542,-0.357133,-1.05236,0.357019
1543,0.243776,-1.02154,-0.219134
1544,0.410135,-1.05636,-0.172605
1545,-0.219909,-1.04811,0.250796
1546,0.289474,0.0408502,0.107109
1547,-0.0522877,-1.04348,0.0559682
1548,0.4278,-1.05126,-0.382526
1549,0.134955,-1.03648,0.181043
1550,0.290638,-1.0432,-0.203961
1551,-0.397141,0.0379063,0.331008
1552,-0.327683,-1.04637,-0.280164
1553,0.218232,-1.03149,-0.19739
1554,0.329962,0.0667113,0.0821988
1555,-0.435342,0.0156666,0.15081
1556,-0.322918,-1.08194,-0.255294
1557,0.310126,-1.0685,0.182414
1558,-0.0634375,-1.03232,0.0240929
1559,0.272738,-0.498761,0.150285
1560,0.0546882,-1.03504,0.369128
1561,0.269551,-1.04306,-0.163036
1562,0.100614,-1.02182,0.15267
1563,0.430981,0.0161178,-0.0871917
1564,0.277162,0.0590634,0.173584
1565,0.432802,-1.08066,-0.225581
1566,-0.34734,-1.06503,-0.109177
1567,0.394931,0.0455687,-0.18713
1568,-0.321824,0.0456375,-0.289156
1569,-0.352175,0.0424236,0.355758
1570,0.483517,-1.08342,0.330455
1571,-0.421499,0.0250633,-0.258138
1572,-0.114637,-1.01942,0.0591835
1573,0.355936,-1.01836,0.0359074
1574,0.480316,-0.599355,0.199408
1575,0.202997,-0.543776,0.225112
1576,0.238966,-1.04901,-0.312356
1577,0.332009,0.0572549,-0.244697
1578,0.338623,-1.05441,-0.319735
1579,-0.442375,-1.05088,0.189924
1580,0.241491,-1.05618,-0.0862874
1581,-0.22948,-1.05266,-0.38127
1582,-0.158414,-1.0356,-0.291008
1583,-0.241625,0.0437958,0.267819
1584,0.0927786,-1.03963,0.0800095
1585,-0.166034,-1.03432,0.31307
1586,0.452065,-0.811057,0.00684106
1587,-0.055441,-1.01878,-0.245235
1588,-0.0450939,-1.03119,0.211169
1589,0.168602,-1.05593,0.193893
1590,-0.452729,-1.0846,0.120751
1591,0.249186,0.0461621,0.351712
1592,-0.305505,-1.04684,-0.0150424
1593,0.254075,-1.01583,-0.0349742
1594,0.426172,-1.02885,-0.13266
1595,0.435196,-1.0644,0.174356
1596,0.403436,-0.562453,-0.238293
1597,-0.181701,-1.04234,0.0641558
1598,-0.0960589,-1.03541,-0.0925222
1599,-0.323134,0.0528042,-0.0245786
1600,-0.432623,-0.605628,-0.354094
1601,0.483909,-0.9461,-0.058384
1602,-0.330232,0.0728332,-0.0831741
1603,-0.256295,-1.06108,-0.354327
1604,-0.307755,-0.848249,0.381717
1605,0.0468397,-1.02718,0.232789
1606,0.379171,-1.08153,0.0221786
1607,0.0245173,-1.02504,-0.107071
1608,0.483823,0.0160986,-0.209349
1609,-0.380515,-0.912885,-0.340335
1610,-0.185673,-1.03278,0.339133
1611,-0.199113,-1.05205,0.0404074
1612,-0.0381549,-1.00575,0.384697
1613,0.165915,-1.02494,0.312796
1614,-0.253869,-1.06925,0.383052
1615,0.187976,-1.02112,-0.327084
1616,-0.484489,0.0154226,-0.25412
1617,0.206795,0.0309922,0.130305
1618,0.479647,-1.08473,-0.384664
1619,0.202621,-0.394258,0.170109
1620,0.470521,-0.98989,-0.065696
1621,0.370267,0.0512031,0.159977
1622,0.241293,-0.413737,0.0616979
1623,0.419318,0.0405293,-0.294783
1624,-0.482949,-0.878681,-0.11632
1625,-0.309474,0.0790679,0.0964265
1626,-0.223587,-1.02077,-0.00973242
1627,0.397153,-0.776442,0.384377
1628,-0.41244,0.0381343,-0.223239
1629,0.291143,-1.05484,-0.241822
1630,0.164994,-1.04578,0.0687641
1631,0.249411,-1.0637,-0.249875
1632,-0.325312,0.0597715,-0.181934
1633,0.408312,-1.04784,0.30138
1634,0.108957,-1.04066,-0.0100708
1635,-0.136038,-1.01418,-0.278272
1636,-0.249491,-1.05761,-0.0780174
1637,0.122427,-1.06261,-0.0297204
1638,0.135767,-1.02498,-0.317682
1639,0.355979,-1.00203,0.128947
1640,0.255385,-1.05528,-0.136948
1641,0.362151,-1.0502,0.023407
1642,0.473854,-1.06833,-0.02549
1643,-0.411753,-0.821223,0.380586
1644,0.317325,0.0730002,-0.193527
1645,-0.424922,-1.07657,0.101674
1646,-0.430326,-1.08497,0.173454
1647,0.423914,0.0151881,0.208195
1648,0.310125,0.0518176,0.297663
1649,-0.265369,0.0524424,0.131119
1650,0.0307323,-1.00113,0.149117
1651,0.405502,-1.06089,0.22724
1652,0.43375,-1.03562,-0.350194
1653,-0.391947,-1.02186,0.196338
1654,-0.330914,0.0605934,-0.148706
1655,0.4657,-1.08239,-0.125796
1656,-0.332046,-1.08094,-0.331517
1657,0.407221,-1.08213,-0.0200635
1658,0.29137,0.0620673,-0.345797
1659,0.338152,-1.05455,-0.0977775
1660,-0.00602858,-1.02896,-0.290204
1661,0.023771,-0.999726,0.282255
1662,0.431618,-0.918104,-0.213098
1663,0.386257,-1.00939,-0.0633516
1664,-0.226304,0.0560187,0.095427
1665,-0.414219,0.0168039,0.309524
1666,0.0443011,-1.03167,-0.264301
1667,0.282022,0.0707101,0.136518
1668,0.153442,-1.03852,-0.0936987
1669,-0.436377,-1.04816,-0.314793
1670,-0.319947,-1.04861,-0.0980726
1671,-0.322203,0.0468739,0.380607
1672,-0.28618,0.0747724,-0.283311
1673,-0.205331,-1.0577,-0.247519
1674,0.292127,-1.00057,0.221313
1675,0.288754,-1.05865,-0.367835
1676,-0.249982,0.0523951,-0.273319
1677,0.324504,-1.05132,-0.37655
1678,0.37943,-1.03766,-0.0816654
1679,0.422948,0.0677271,-0.177851
1680,0.095413,-1.02059,0.336006
1681,-0.280176,-1.08264,-0.135515
1682,0.422886,-1.08469,0.362301
1683,0.454726,-0.816359,-0.254538
1684,-0.448264,-1.02737,0.217822
1685,-0.0154155,-1.02519,0.00612073
1686,-0.00513489,-1.01487,-0.320417
1687,0.436225,-1.04949,0.147123
1688,0.0249956,-1.03007,0.263842
1689,0.351916,-1.02401,-0.0343648
1690,0.00962849,-1.01329,0.357586
1691,-0.448729,-1.0626,-0.189603
1692,0.0426602,-1.01714,-0.0556641
1693,0.482458,-0.937243,-0.111248
1694,0.483873,-0.980974,0.0426305
1695,-0.151943,-0.328445,-0.20257
1696,0.0789142,-1.01969,0.037419
1697,0.045003,-1.01083,-0.214675
1698,0.463816,-0.946338,0.38236
1699,-0.153162,-1.01169,-0.382835
1700,0.482172,0.0177998,-0.2432
1701,-0.114752,-1.04726,-0.0186203
1702,0.432201,0.0365835,0.025882
1703,-0.481876,0.0168423,0.101467
1704,-0.408001,0.0430192,-0.115347
1705,0.385539,-1.08324,0.157908
1706,-0.361113,-1.05001,-0.164182
1707,-0.456338,-0.982565,-0.264586
1708,-0.0963222,-1.02246,0.0918826
1709,0.475843,0.0375508,-0.269982
1710,0.393337,-1.06825,0.0862406
1711,-0.333074,0.0468413,-0.118856
1712,-0.255745,0.0435436,-0.00904074
1713,0.443077,-0.897967,0.272789
1714,0.396999,0.0199252,0.380043
1715,0.248913,-0.941405,-0.165261
1716,0.105652,-1.02994,0.116572
1717,0.333866,-1.04682,-0.132391
1718,-0.480383,-1.04672,0.249794
1719,-0.245904,0.0467401,0.162402
1720,0.130293,-0.368077,0.322913
1721,-0.354229,-1.05605,-0.192608
1722,0.229081,0.0441768,-0.0640381
1723,-0.136065,-0.994337,0.360762
1724,0.147894,-1.02907,-0.184419
1725,0.400922,-1.05547,-0.352424
1726,-0.349916,0.0382293,0.245626
1727,-0.369026,-0.574939,-0.384255
1728,-0.327364,-0.497861,-0.140367
1729,-0.35181,0.0344313,0.292074
1730,0.0132047,-0.999997,-0.218322
1731,0.241037,-1.03102,-0.154887
1732,0.365695,-1.03577,0.31116
1733,0.482731,-0.911923,0.121703
1734,-0.0674837,-1.02516,-0.290786
1735,0.255353,-1.02004,0.00161757
1736,0.156006,-1.01933,-0.380428
1737,0.107846,-1.01405,0.0643304
1738,0.134228,-1.00276,0.383522
1739,-0.309106,0.0718977,0.200515
1740,0.271798,-1.04574,-0.0172363
1741,0.223018,0.0439216,-0.344068
1742,-0.320923,0.0714122,-0.264771
1743,-0.434258,-0.984386,0.107924
1744,-0.0766637,-0.996922,-0.270898
1745,0.168131,-1.03378,-0.350197
1746,-0.347837,0.0476684,-0.205481
1747,0.0629707,-1.01546,0.322413
1748,-0.18577,-1.05557,0.0110533
1749,0.442941,-1.08013,-0.00775884
1750,0.420484,-1.05775,-0.326256
1751,-0.258951,-1.04944,0.121826
1752,0.274206,-0.473591,0.207707
1753,0.182174,-1.03296,-0.295487
1754,-0.450854,0.0181927,0.374145
1755,-0.329423,-1.05559,-0.0678868
1756,-0.00228273,-1.01497,0.245428
1757,0.0136983,-0.903561,0.382996
1758,0.336302,0.0654784,0.0213231
1759,-0.0945566,-1.01188,0.128091
1760,-0.254933,-1.0208,0.194292
1761,0.333294,-1.02428,-0.218959
1762,0.129364,-1.01602,-0.0264046
1763,-0.276008,0.0530199,-0.038196
1764,-0.392959,-1.08349,0.116457
1765,-0.276032,-1.04723,-0.312394
1766,0.42303,-0.879043,0.106335
1767,0.335217,0.0633084,-0.0361286
1768,0.373609,-1.00848,0.221884
1769,0.281708,-1.07773,0.248281
1770,0.137964,-1.02637,0.296641
1771,0.350301,0.02461,-0.385
1772,0.374957,0.0475526,0.22496
1773,-0.300773,0.0524245,-0.320307
1774,-0.0523117,-0.998343,-0.353643
1775,-0.319703,0.0807753,0.0635523
1776,-0.293031,-1.05369,-0.255004
1777,0.218788,-1.043,0.180752
1778,-0.418039,-1.0585,-0.15842
1779,0.367668,-1.08259,-0.215835
1780,0.441443,-0.75062,-0.246595
1781,-0.337294,-0.85393,-0.262839
1782,0.108084,-1.02935,-0.246207
1783,0.443274,0.0178914,-0.158813
1784,-0.445364,-1.03951,0.094177
1785,-0.248481,-0.443618,-0.38372
1786,0.329506,0.0701422,0.27682
1787,-0.464458,0.0161155,0.195863
1788,0.407003,0.0364128,0.148486
1789,0.161713,-1.01763,-0.260742
1790,-0.46765,-0.567767,0.0344078
1791,0.236798,0.0724331,-0.382151
1792,-0.0303902,-1.01076,0.123758
1793,0.48027,-1.05365,-0.106775
1794,-0.122184,-1.02111,-0.238517
1795,0.393259,-0.996193,-0.128769
1796,0.427452,0.0433145,-0.207864
1797,-0.132487,-1.04177,-0.181045
1798,-0.349197,-0.917519,0.351936
1799,0.395603,-1.0168,0.0099684
1800,-0.0568586,-1.00058,0.353725
1801,-0.386755,0.0228097,0.276319
1802,-0.425455,-0.812995,-0.215184
1803,0.373167,0.0455077,-0.3239
1804,0.229638,0.0431454,0.31439
1805,0.346744,-1.02974,-0.289313
1806,-0.314908,-1.02446,0.169642
1807,-0.427936,-1.0827,0.358848
1808,0.0865889,-1.01868,-0.0369946
1809,-0.277913,0.0694982,-0.239579
1810,0.351401,-1.00223,-0.176036
1811,0.0448753,-1.0004,0.381517
1812,0.356207,-1.07332,-0.24741
1813,-0.225978,-0.385453,-0.0727043
1814,-0.386316,-0.903428,0.0227287
1815,-0.276729,-1.08214,-0.200071
1816,0.243099,-1.05117,0.207888
1817,0.271277,0.0698254,0.013692
1818,0.158368,-1.03128,0.207501
1819,0.407004,0.0154185,-0.0200576
1820,0.234776,-1.08395,0.0461209
1821,0.119429,-1.01667,-0.383003
1822,0.127315,-1.04409,-0.113391
1823,0.436619,-1.0042,-0.0733519
1824,0.273765,-1.05422,0.0491601
1825,0.223858,-1.04624,0.23818
1826,-0.347424,-1.0844,0.245312
1827,0.445509,-1.05846,0.205575
1828,-0.391064,-0.947498,0.380845
1829,-0.105007,-1.00394,-0.306178
1830,0.402322,-1.05771,0.175985
1831,-0.363291,-0.780721,-0.269491
1832,-0.48451,0.015477,0.162365
1833,0.221351,-1.00527,-0.384051
1834,0.390699,-1.04258,-0.0521112
1835,-0.00893389,-1.01312,-0.0224919
1836,0.484949,-1.08497,0.292739
1837,0.294939,-1.05908,-0.309576
1838,-0.377447,0.0354984,-0.104091
1839,-0.220275,-1.0202,0.0839517
1840,-0.179795,-0.962995,-0.349186
1841,0.358298,0.0421203,0.262681
1842,0.281058,-1.0325,0.315927
1843,0.260743,0.0653765,0.0486797
1844,0.396167,-1.04712,-0.139627
1845,0.339364,-1.05157,-0.0161673
1846,-0.181409,-0.400024,-0.0395544
1847,-0.259388,0.0484019,-0.328116
1848,0.467832,0.0152511,0.0734526
1849,-0.265027,0.0553422,-0.213201
1850,0.0882682,-1.0421,-0.353708
1851,-0.45199,-0.991266,0.0736714
1852,-0.480804,-0.954036,0.189926
1853,0.466803,-1.00038,0.138585
1854,-0.25259,-1.06502,-0.137516
1855,-0.301648,-1.08321,-0.1722
1856,0.203393,-1.02557,-0.229836
1857,-0.222129,-1.05537,0.284931
1858,-0.349036,-0.878625,-0.12295
1859,0.233557,0.0555268,0.234442
1860,-0.100548,-1.0074,0.2785
1861,0.193317,-1.02845,0.066597
1862,-0.17514,-0.355381,0.192182
1863,-0.459373,-0.939698,0.128066
1864,-0.369474,-1.08199,-0.317432
1865,0.301505,-0.467144,0.10496
1866,0.255172,-1.0293,0.127006
1867,-0.273774,0.0410788,0.382858
1868,0.413197,0.0433838,0.282493
1869,0.388357,-1.06898,-0.256497
1870,0.0434538,-1.00732,0.103127
1871,0.307699,0.0726552,-0.227305
1872,0.30973,0.06082,0.120001
1873,-0.203986,-1.02858,0.018697
1874,0.357982,0.0422265,-0.0283192
1875,-0.0829618,-1.01415,0.382127
1876,0.28131,0.0682576,-0.208987
1877,-0.475795,-1.02721,0.346273
1878,0.237869,-1.05919,-0.00993014
1879,0.114583,-1.01654,-0.0996138
1880,0.321992,-1.00891,-0.0698443
1881,0.056173,-1.02856,-0.151981
1882,0.239012,-1.05334,0.0835647
1883,-0.294374,0.0924857,-0.254352
1884,-0.420569,0.0175662,-0.382349
1885,0.311235,0.0733304,-0.0887616
1886,0.464774,0.0159665,-0.0326332
1887,-0.350349,-0.484073,0.00154208
1888,0.207732,-1.0476,-0.350426
1889,-0.294884,0.0439167,0.336253
1890,-0.149358,-1.0495,-0.130754
1891,0.313206,-1.01879,-0.276483
1892,-0.37007,-1.04463,0.109512
1893,0.25469,-1.04752,0.172286
1894,-0.271961,-0.97509,0.351208
1895,-0.111594,-0.991194,-0.27532
1896,-0.315983,0.0744263,-0.11927
1897,-0.426468,-1.08379,-0.289608
1898,-0.267877,0.0680698,-0.18276
1899,-0.412483,0.0400476,0.383212
1900,-0.127673,-1.02765,-0.307769
1901,0.0610418,-1.00266,0.272544
1902,-0.416965,-1.05233,0.321788
1903,-0.445382,-1.08302,0.201785
1904,0.396344,-1.0525,0.330989
1905,-0.042958,-1.00369,0.0206499
1906,-0.226738,0.0333947,0.013717
1907,0.35683,-1.08237,-0.351526
1908,0.0650387,-1.02511,-0.183111
1909,-0.0905244,-1.0245,-0.0594287
1910,-0.05867,-1.0053,0.193529
1911,-0.302979,-0.471714,-0.223745
1912,0.372836,-1.07129,0.184641
1913,0.127214,-0.343018,-0.357697
1914,0.204799,-1.02846,0.359409
1915,-0.418416,-0.877116,-0.269357
1916,-0.326667,0.0707568,0.3499
1917,0.389154,0.0357871,-0.0380397
1918,-0.223867,-0.388624,-0.317725
1919,-0.239078,-1.00846,0.0454411
1920,-0.000793456,-0.965898,-0.348462
1921,0.461191,-1.0508,-0.0666886
1922,0.352306,0.0502659,0.128871
1923,0.369759,0.0557876,0.0664888
1924,-0.353906,-1.08121,-0.153392
1925,-0.408027,-1.02172,0.222945
1926,-0.280128,-0.753937,0.130233
1927,0.384224,0.0507918,-0.288297
1928,0.310484,-1.02279,-0.357018
1929,0.302923,-1.08064,0.380623
1930,-0.443868,-1.00489,-0.341167
1931,0.484035,0.0359736,0.318385
1932,-0.207313,0.0503644,-0.38147
1933,0.0399359,-0.979411,0.12387
1934,0.388131,0.0171107,0.336397
1935,0.221158,-0.96299,0.300302
1936,-0.252524,-0.741994,0.105301
1937,-0.362638,-1.05368,-0.363519
1938,0.318258,0.054267,0.329074
1939,-0.481565,-0.775484,-0.290323
1940,-0.0356476,-1.02827,-0.266449
1941,0.32272,-1.04031,-0.248923
1942,0.455619,-1.04089,0.17568
1943,0.316889,-1.02502,-0.315354
1944,0.23659,-0.977836,0.330105
1945,-0.290512,0.073984,-0.208301
1946,0.201856,0.0188052,0.260613
1947,0.258415,-1.03085,0.0961297
1948,0.236681,-1.02455,0.154518
1949,0.413926,-1.05289,-0.209251
1950,0.39841,-1.02819,-0.228893
1951,0.366444,-1.05386,0.0953394
1952,-0.38084,0.0484282,-0.187903
1953,0.208373,-1.03082,-0.145427
1954,-0.0168568,-1.00365,0.08911
1955,-0.167762,-1.03733,-0.033494
1956,0.274859,-1.05355,-0.269387
1957,-0.222535,-0.471376,-0.0994895
1958,0.409109,0.0439304,-0.00420948
1959,0.449067,-1.05164,0.069155
1960,0.483974,-0.776799,-0.0486778
1961,-0.0224627,-1.003,-0.383319
1962,-0.261087,0.0681339,0.276521
1963,-0.0359329,-1.00956,-0.294209
1964,-0.336271,-0.951399,-0.321065
1965,0.456984,-1.03044,0.292695
1966,-0.30925,-1.04956,0.327798
1967,0.457628,-0.707504,0.291449
1968,-0.245532,-1.05678,0.319795
1969,0.439234,0.0414433,0.303018
1970,-0.101086,-1.01076,0.230082
1971,0.144919,-1.02888,0.0933689
1972,-0.233864,-0.409425,0.109883
1973,0.180131,-1.02143,-0.0593323
1974,0.335401,0.0537174,-0.381446
1975,0.369114,0.0556802,-0.167161
1976,0.441371,-0.879174,-0.169718
1977,0.302496,-1.0505,0.291055
1978,-0.482341,-1.06045,0.360677
1979,0.0657068,-1.02379,-0.0866321
1980,0.328114,-1.05362,0.0168512
1981,-0.290901,0.0510202,-0.0702366
1982,0.417929,0.019184,-0.380786
1983,-0.329087,0.0606747,0.282562
1984,-0.330582,0.0424461,0.323075
1985,0.460968,0.0373998,-0.222613
1986,0.250883,-1.01898,-0.323135
1987,-0.349587,-1.03446,-0.0505179
1988,0.176949,-1.02455,0.27046
1989,-0.193084,-1.02191,-0.0106359
1990,0.0616917,-1.00951,0.352947
1991,0.331786,0.042839,0.224637
1992,0.216609,-1.03242,0.0912828
1993,0.221058,-1.04044,0.060194
1994,0.0974327,-1.02043,-0.329739
1995,-0.423225,-0.892895,0.0392466
1996,-0.35114,0.0708328,0.256056
1997,-0.484045,-0.956473,0.138277
1998,0.346695,0.0386236,-0.289128
1999,0.0395015,-0.980957,-0.351399
2000,-0.341253,-1.03522,0.22325
2001,-0.057211,-1.00616,-0.321097
2002,-0.383049,-0.920584,-0.379629
2003,0.429577,-1.02154,-0.194524
2004,0.128883,-1.00046,0.348566
2005,0.405092,-1.01575,0.230744
2006,-0.196905,-0.357061,-0.170466
2008,-0.427969,-0.872376,-0.384271
2009,0.236654,-1.08235,-0.110507
2010,-0.4459,-0.898046,-0.384317
2011,-0.355077,0.0456249,0.172291
2012,-0.0669141,-1.00729,-0.0804809
2013,0.270297,-1.01554,-0.262676
2014,0.4305,-1.03041,0.214972
2015,-0.403163,0.0164572,0.149869
2016,0.456974,-1.00548,-0.108247
2017,0.143339,-0.442223,-0.0268117
2018,0.481404,-1.00707,-0.266556
2019,0.435359,0.0184751,0.34762
2020,0.304782,0.075113,-0.0243282
2021,-0.421711,0.044294,-0.313527
2022,0.364765,-1.05568,-0.118725
2023,0.290639,0.0683678,0.317792
2024,0.372988,-1.0401,-0.254757
2025,0.453986,-0.899042,0.167951
2026,-0.480692,-0.646446,-0.173412
2027,0.171999,-1.02827,0.237398
2028,-0.146598,-1.01948,-0.339914
2029,-0.452041,0.0152273,-0.26244
2030,0.441124,-0.972741,-0.352734
2031,-0.354521,-0.923149,0.142151
2032,-0.199627,0.0166428,-0.187566
2033,0.376363,-1.00164,0.350459
2034,0.31099,0.0761033,-0.374578
2035,0.377864,0.0559951,0.193439
2036,0.423248,-1.0297,-0.0878713
2037,0.0754722,-1.00857,0.125849
2038,0.189408,-1.036,-0.0242154
2039,-0.405125,-0.612985,0.105235
2040,-0.433362,0.0149859,0.192892
2041,0.431607,-0.759275,0.0980855
2042,0.295871,-1.03142,-0.148805
2043,0.370716,-1.03025,0.149844
2044,0.034973,-0.993848,0.343182
2045,0.190655,-1.03459,0.00729696
2046,0.0625126,-0.994284,0.231333
2047,0.399797,0.039369,0.07421
2048,-0.375057,-1.08029,0.267058
2049,0.222625,-1.05876,-0.131101
2050,0.408555,-1.02937,0.150757
2051,-0.483352,-0.901445,-0.225829
2052,0.404779,-1.05299,-0.0783157
2053,-0.458913,0.0325197,0.161872
2054,-0.389371,-1.08238,0.301472
2055,0.166247,-1.00449,-0.304248
2056,-0.123357,-1.00295,-0.145556
2057,-0.348589,-0.996464,0.0365754
2058,0.209912,-1.05385,-0.100824
2059,-0.017112,-0.993583,0.15578
2060,0.177121,-1.02649,-0.205309
2061,0.28262,-1.05812,0.165582
2062,-0.454948,-1.04124,-0.124112
2063,0.275856,-1.02914,-0.124028
2064,-0.437956,-0.881763,-0.0583373
2065,0.377021,-0.879465,-0.324898
2066,0.323914,0.0581961,-0.280028
2067,0.454049,0.0153012,-0.0657808
2068,0.166859,-1.05299,-0.0692182
2069,0.269722,0.0615419,-0.114758
2070,0.233808,0.0555485,0.0731052
2071,0.0789059,-1.01358,0.381774
2072,-0.340234,0.0762163,-0.046799
2073,0.31214,0.062297,-0.146492
2074,0.101334,-0.952221,0.3784
2075,0.301304,0.0747112,-0.26023
2076,0.425621,0.0644547,-0.238684
2077,0.307912,0.0588953,0.00551612
2078,-0.365179,-1.05798,-0.226271
2079,-0.484669,-0.607243,-0.141023
2080,-0.21332,-0.365694,-0.36078
2081,-0.167455,-1.01964,0.0192762
2082,0.348985,0.0746728,0.182104
2083,0.251222,-1.03335,-0.284707
2084,-0.0435781,-1.01651,0.30168
2085,-0.399678,-1.0577,-0.0392395
2086,-0.298979,0.0698433,0.26596
2087,0.362172,-1.01214,0.174155
2088,-0.381234,-1.03393,-0.339276
2089,0.481682,-0.783037,-0.380932
2090,0.277469,-0.933076,0.33781
2091,0.282786,0.0683362,0.0904319
2092,0.154777,-0.973563,0.353286
2093,-0.331189,0.0915504,-0.164394
2094,-0.337489,0.073632,0.169432
2095,0.463636,0.0168179,0.118617
2096,0.403466,-1.08199,0.300621
2097,0.340693,0.0683489,0.24436
2098,0.331405,-0.970905,0.360016
2099,-0.061959,-0.993784,0.163748
2100,-0.390437,-0.528713,-0.191683
2101,0.173365,-1.00128,-0.351308
2102,0.460533,-1.01386,0.224927
2103,-0.0655287,-1.01775,0.325513
2104,-0.0830478,-1.02737,-0.320923
2105,-0.0493374,-1.01,-0.0144553
2106,-0.3308,-1.036,0.116661
2107,0.424439,-0.718165,-0.0449388
2108,0.420714,-1.02678,-0.316769
2109,-0.0585926,-1.01214,-0.0488839
2110,0.443349,-1.05831,-0.134812
2111,-0.0496299,-0.99996,-0.119755
2112,0.480679,-1.03688,-0.0377001
2113,0.446081,-1.05439,-0.0344097
2114,0.270984,-0.993984,-0.175092
2115,-0.484474,-1.0612,-0.279135
2116,0.0815639,-1.02349,-0.00129456
