Index [<ind>],Particle X-Coordinate X Particle ID (Study 01 - Particles) [m],Particle Y-Coordinate X Particle ID (Study 01 - Particles) [m],Particle Z-Coordinate X Particle ID (Study 01 - Particles) [m]
12482,0.289455,-0.607416,0.142558
12483,0.466711,-0.616388,-0.366024
12484,-0.154361,-0.503195,0.27738
12485,0.0347979,-0.413323,-0.0564619
12486,-0.293933,-0.542344,-0.0338217
12487,0.404235,-0.748151,-0.0415357
12488,0.010191,-0.695868,-0.19347
12489,-0.105116,-0.495506,-0.0269219
12490,-0.120293,-0.729899,0.090749
12491,0.0399642,-0.672633,0.33043
12492,-0.042892,-0.709628,-0.193966
12493,-0.206318,-0.514365,-0.194216
12494,-0.302551,0.169036,0.34591
12495,0.12049,-0.730762,0.0204289
12496,-0.329273,-0.545641,0.310088
12497,0.246102,-0.566777,-0.194071
12498,0.0986958,-0.491016,0.141102
12499,0.139111,-0.736429,-0.0768552
12500,0.214234,-0.700451,-0.328505
12501,-0.0212752,-0.425731,0.13316
12502,0.126535,-0.388971,0.207683
12503,0.458523,-0.767705,0.152562
12504,-0.198029,-0.407775,0.127305
12505,0.330384,-0.765515,-0.243162
12506,-0.242367,-0.725141,0.17231
12507,-0.293365,-0.74176,0.332833
12508,0.305909,-0.723905,-0.333442
12509,0.0197893,-0.343493,-0.248516
12510,-0.0278934,-0.287913,0.381847
12511,0.19047,-0.751646,-0.0946912
12512,-0.15525,-0.403084,-0.0930804
12513,0.0414249,-0.637766,-0.384906
12514,0.0580757,-0.742163,-0.0389648
12515,0.399091,-0.776324,0.262343
12516,0.363388,-0.79812,0.180211
12517,0.0794597,-0.672101,-0.311661
12518,0.108537,-0.450079,0.32303
12519,-0.193127,-0.666345,-0.328275
12520,0.482358,-0.566703,-0.245682
12521,0.293581,-0.756267,0.0696807
12522,-0.331623,-0.530843,-0.0718028
12523,0.311272,-0.625388,-0.349832
12524,0.333704,-0.741416,-0.218863
12525,-0.0297494,-0.717168,0.207438
12526,0.00142102,-0.74087,0.229418
12527,0.109384,-0.617509,0.336735
12528,0.132902,-0.533067,-0.216071
12529,0.10653,-0.276356,-0.00422417
12530,0.0037551,-0.267088,-0.265714
12531,-0.0102297,-0.347799,0.00819586
12532,-0.00844712,-0.737906,0.130506
12533,-0.416266,-0.622077,-0.383794
12534,-0.192539,-0.568924,0.18969
12535,0.385353,-0.784265,0.101089
12536,0.0856959,-0.715218,0.171698
12537,-0.346153,-0.710765,-0.119977
12538,-0.276643,-0.560375,0.265421
12539,-0.0430298,-0.34742,0.223673
12540,0.428342,-0.571687,-0.3291
12541,0.173992,-0.774165,0.25708
12542,0.335107,-0.75734,0.272666
12543,-0.262149,-0.770885,0.235081
12544,-0.135941,-0.504035,-0.323274
12545,-0.180935,-0.726853,-0.184261
12546,0.17947,-0.727698,0.221877
12547,0.213786,-0.464648,-0.106307
12548,-0.484096,-0.767401,-0.361934
12549,0.434277,-0.70327,0.34507
12550,-0.359056,-0.736188,0.131284
12551,0.139271,-0.369817,-0.0981966
12552,0.105474,-0.715693,-0.0902116
12553,0.106882,-0.389533,-0.314836
12554,0.314829,-0.782874,0.0627809
12555,-0.104579,-0.346354,-0.188828
12556,-0.0319784,-0.60444,-0.373635
12557,-0.00983605,-0.722239,-0.136751
12558,0.0374969,-0.678274,-0.165407
12559,-0.266872,-0.63913,0.384466
12560,0.237965,-0.544254,0.245097
12561,-0.355845,-0.71964,0.0534721
12562,0.275317,-0.757922,-0.0214052
12563,0.321485,-0.780843,0.00902221
12564,0.168811,-0.425357,0.280329
12565,0.216743,-0.450584,0.370168
12566,0.0683798,-0.70891,-0.193377
12567,0.0470592,-0.363696,-0.239477
12568,-0.0830503,-0.420725,-0.00570962
12569,0.158391,-0.429249,0.00522831
12570,0.0518611,-0.726257,0.0524343
12571,-0.335395,-0.551905,0.0803294
12572,0.19169,-0.7628,-0.0495786
12573,0.0375695,-0.430434,0.192053
12574,0.39772,-0.753768,0.105362
12575,0.045183,-0.295996,-0.21413
12576,-0.0822371,-0.366299,0.15642
12577,0.28339,-0.685085,0.320439
12578,-0.0654002,-0.721771,-0.106088
12579,0.303091,-0.713988,-0.290821
12580,0.0826426,-0.338276,-0.213192
12581,0.234286,-0.493058,-0.335451
12582,0.310733,-0.732493,-0.257824
12583,0.279477,-0.751509,-0.12207
12584,0.442942,-0.719018,-0.261882
12585,0.351791,-0.669232,0.291386
12586,0.24223,0.0726838,-0.346506
12587,0.0327446,-0.720018,0.212307
12588,0.209592,-0.529078,-0.0772212
12589,-0.450236,0.312799,-0.168686
12590,-0.327241,-0.475941,-0.115444
12591,-0.296207,-0.550725,0.206542
12592,0.00647246,-0.730115,-0.00761351
12593,0.393296,-0.679398,0.309066
12594,0.202838,-0.558518,0.322062
12595,0.210633,-0.819592,0.0655529
12596,-0.0744944,-0.378515,-0.321335
12597,-0.29232,-0.524558,-0.00155235
12598,0.254566,-0.437528,0.165836
12599,0.197634,-0.568289,-0.235405
12600,0.0658879,-0.659275,-0.2601
12601,-0.0298028,-0.63764,-0.307514
12602,0.0268418,-0.67085,0.286914
12603,-0.0325948,-0.354362,-0.351721
12604,0.145244,-0.745611,0.146299
12605,0.386712,-0.809581,-0.270559
12606,0.200866,-0.734432,-0.213088
12607,-0.436841,-0.742111,-0.0235177
12608,-0.39914,-0.694084,-0.282957
12609,0.191031,-0.792696,0.0659541
12610,0.327967,-0.796001,0.0871525
12611,0.425753,-0.600784,0.113449
12612,0.0235737,-0.699799,0.30734
12613,-0.42665,0.30553,0.252329
12614,0.252241,-0.775107,-0.228685
12615,-0.132831,-0.695281,-0.288055
12616,0.426935,-0.751696,0.302458
12617,-0.362122,-0.670175,-0.314841
12618,0.0951906,-0.665878,0.345939
12619,-0.0020351,-0.656123,-0.357864
12620,-0.0584347,-0.708423,-0.158001
12621,0.41865,-0.77125,-0.0200211
12622,-0.440184,-0.625016,-0.301068
12623,0.260189,-0.751344,0.229922
12624,-0.0976253,-0.310537,-0.0580217
12625,0.239848,-0.767134,0.330359
12626,-0.287504,0.145035,0.327063
12627,0.108499,-0.7422,0.200347
12628,-0.276728,-0.72481,-0.109574
12629,0.0855947,-0.718736,0.0764804
12630,0.0848753,-0.382992,-0.384413
12631,0.000442663,-0.745491,0.169
12632,0.198234,-0.753214,0.239408
12633,-0.16915,-0.53106,-0.384574
12634,-0.197875,-0.468366,-0.0544079
12635,-0.315591,-0.460902,-0.264427
12636,0.0601502,-0.281215,-0.00664732
12637,-0.291999,-0.716723,0.135664
12638,0.461572,-0.553589,0.0960476
12639,0.0569803,-0.356921,-0.101885
12640,-0.321049,-0.609305,0.382222
12641,-0.177834,-0.708282,-0.106354
12642,0.0177623,-0.667041,-0.21
12643,0.210602,-0.372614,-0.102927
12644,0.108864,-0.480458,-0.298611
12645,0.28794,-0.744953,-0.313213
12646,0.424086,-0.756029,-0.0732114
12647,-0.0197965,-0.687605,-0.109798
12648,0.0768281,-0.439,0.228709
12649,0.0729384,-0.711607,-0.108916
12650,0.418668,-0.658381,0.226692
12651,0.470366,-0.762923,-0.124626
12652,0.0899511,-0.490757,-0.22868
12653,0.0957687,-0.371111,0.325918
12654,-0.0620866,-0.342199,0.28014
12655,0.113896,-0.69526,0.212729
12656,-0.0385446,-0.74044,-0.117756
12657,0.048194,-0.368854,-0.15044
12658,0.421182,-0.789155,0.129762
12659,-0.483189,-0.587907,-0.317659
12660,0.205821,-0.584975,0.22243
12662,-0.125855,-0.623052,-0.327736
12663,0.194305,-0.698997,-0.0546096
12664,-0.0403675,-0.709858,-0.128191
12665,0.0836157,-0.401297,0.144098
12666,-0.255122,-0.487082,0.10039
12667,0.0825802,-0.413591,0.0510457
12668,0.344569,-0.735285,-0.249628
12669,0.181484,-0.557754,0.383566
12670,0.337489,-0.777981,0.0381686
12671,-0.203334,-0.612889,-0.380499
12672,0.17701,-0.721748,-0.0810379
12673,0.222629,-0.588813,0.163662
12674,-0.19551,-0.652783,-0.272796
12675,0.429627,-0.786314,-0.264086
12676,0.252332,-0.553823,0.0655452
12677,0.423636,-0.771034,0.231404
12678,0.0626381,-0.640158,-0.324416
12679,0.0427083,-0.700685,0.275746
12680,0.0499045,-0.604082,0.355986
12681,-0.484649,0.338583,-0.218431
12682,0.0356775,-0.707764,0.242887
12683,0.3697,-0.724833,0.287236
12684,-0.200173,-0.478535,0.113278
12685,0.0686338,-0.6622,-0.195372
12686,-0.13021,-0.457171,-0.0398942
12687,-0.0462995,-0.369762,-0.380347
12688,0.364754,-0.663606,0.0501742
12689,0.0929369,-0.681596,-0.272216
12690,-0.0147657,-0.74185,0.0308927
12691,0.344864,-0.597207,0.0432835
12692,-0.309356,-0.580394,-0.266324
12693,0.379535,-0.614079,-0.126129
12694,-0.0782009,-0.606048,-0.345554
12695,0.0142998,-0.543063,-0.0197224
12696,-0.296659,-0.547847,0.0830978
12697,0.182736,-0.752488,0.144084
12698,0.306969,-0.564183,0.332683
12699,0.247923,-0.489899,-0.289065
12700,-0.456298,-0.637068,0.137442
12701,-0.406085,-0.695337,-0.252721
12702,-0.382948,-0.588207,0.105239
12703,0.115778,-0.725913,0.239394
12704,0.304874,-0.744491,0.10532
12705,0.227076,-0.64525,0.0867666
12706,-0.423499,-0.779266,0.125543
12707,-0.0828018,-0.30248,-0.289846
12708,0.0164615,-0.489217,0.0751995
12709,-0.194133,-0.721114,0.217515
12710,0.389451,-0.618795,0.070736
12711,0.0840401,-0.452724,0.263952
12712,0.0129653,-0.522097,0.265519
12713,0.114714,-0.697506,0.0570076
12714,-0.378718,-0.646099,-0.118459
12715,-0.149563,-0.694601,-0.244757
12716,0.408102,-0.767317,-0.342808
12717,0.285219,-0.767744,0.247274
12718,-0.327796,-0.684169,0.384347
12719,0.322135,-0.590472,-0.333165
12720,0.227267,-0.74969,-0.0985127
12721,-0.0783139,-0.713753,0.037204
12722,-0.0227143,-0.396118,0.265067
12723,0.310545,-0.740888,-0.195892
12725,0.0277532,-0.333687,0.14304
12726,-0.139721,-0.487271,-0.0970047
12727,-0.122305,-0.331927,0.244495
12728,0.215356,-0.597175,0.380872
12729,0.312835,-0.693772,-0.00373098
12730,0.194795,-0.576991,0.108852
12731,-0.320263,-0.625393,-0.0168649
12732,-0.051852,-0.613495,-0.315834
12733,0.358873,-0.74615,-0.277638
12734,0.370878,-0.756355,-0.164539
12735,0.216845,-0.761253,0.0558535
12736,-0.0696662,-0.513766,-0.0151422
12737,-0.425794,-0.630505,0.0914061
12738,0.302368,-0.759061,-0.148522
12739,-0.00275295,-0.696936,-0.0843076
12740,0.0959874,-0.430201,0.159746
12741,0.0424883,-0.322889,-0.250675
12742,0.104395,-0.528606,0.208825
12743,-0.206537,-0.413024,-0.255804
12745,-0.395648,-0.639981,0.013661
12747,0.341954,-0.790409,0.114847
12748,0.135391,-0.683526,0.255756
12749,-0.395798,-0.57205,0.0750502
12750,0.0665394,-0.360301,-0.192954
12751,-0.178507,-0.488275,0.255126
12752,0.118327,-0.646132,-0.366184
12753,0.454263,-0.655615,0.206321
12754,-0.165918,-0.476657,0.00930281
12755,0.0984371,-0.405342,-0.204732
12756,-0.257538,-0.667695,0.372632
12757,-0.00681149,-0.68028,0.307024
12758,-0.0351711,-0.470098,0.359175
12759,0.346362,-0.723004,0.139609
12760,0.20555,-0.71853,-0.00636685
12761,0.0238808,-0.690999,-0.133621
12762,0.317376,-0.820083,0.0639316
12763,-0.137946,-0.723826,0.124024
12764,-0.00154672,-0.474802,0.278397
12765,-0.198298,-0.698298,-0.204031
12766,-0.0502539,-0.744436,0.0454961
12767,-0.282,-0.644961,-0.317357
12768,-0.186409,-0.527019,-0.0539121
12769,-0.0956429,-0.461384,-0.213372
12770,-0.0538001,-0.347659,-0.326628
12771,0.436207,-0.744998,0.0159907
12772,-0.362553,-0.541101,-0.12014
12773,0.0651362,-0.418708,0.0978631
12774,-0.0946268,-0.523864,-0.324114
12775,-0.00100249,-0.268858,0.233195
12776,-0.384733,-0.746989,0.239849
12777,0.241471,-0.756397,-0.338141
12778,-0.17059,-0.66331,-0.297976
12779,-0.0892058,-0.559388,-0.38462
12780,-0.37118,-0.590162,-0.17398
12781,0.22461,-0.438601,-0.347766
12782,-0.149607,-0.685953,-0.17733
12783,-0.240513,-0.62699,0.328663
12784,-0.146135,-0.34238,0.10938
12785,-0.141401,-0.471417,0.362784
12786,-0.141749,-0.725294,-0.183858
12787,0.387967,-0.744896,0.197509
12788,0.14768,-0.721327,0.247545
12789,-0.142243,-0.624828,-0.382611
12790,0.370922,-0.775298,0.0713203
12791,-0.174726,-0.389022,0.107139
12792,0.0794999,-0.685594,-0.03518
12793,0.236098,-0.590256,-0.10066
12794,-0.00141503,-0.322003,0.203514
12795,-0.354015,-0.6938,0.29403
12796,-0.0972956,-0.588837,-0.384747
12797,-0.129308,-0.737517,0.153498
12798,-0.102763,-0.736829,0.0368566
12799,0.348748,-0.709896,-0.226821
12800,0.0283151,-0.413104,0.221507
12801,0.243578,-0.781986,0.0998045
12802,0.102451,-0.726117,0.0478585
12803,0.245405,-0.734591,0.2025
12804,0.0634027,-0.339405,0.271908
12805,0.48113,-0.628634,-0.283285
12806,0.43931,-0.774562,-0.351976
12807,-0.20745,-0.712636,-0.166646
12808,0.0828474,-0.571713,0.205166
12809,0.318811,-0.782122,-0.266588
12810,0.0474735,-0.742995,0.156206
12811,-0.151642,-0.461803,0.0682959
12812,0.0102103,-0.598869,-0.382893
12813,0.0938717,-0.259059,0.277067
12814,-0.0513578,-0.70654,-0.0485548
12815,0.435632,-0.722061,0.0679221
12816,-0.0931661,-0.661527,0.305659
12817,0.4241,-0.745748,0.272403
12818,0.422452,-0.769241,0.32881
12819,-0.110778,-0.490217,-0.3499
12820,0.140805,-0.374987,0.134227
12821,0.0644073,-0.324357,0.129173
12822,0.253652,-0.584995,-0.16619
12823,0.295459,-0.750305,0.00712655
12824,0.236502,-0.462761,-0.381827
12825,0.0572684,-0.682047,0.247409
12826,0.26707,-0.738313,-0.14794
12827,0.169691,-0.554471,-0.297967
12828,0.312047,-0.541258,-0.0810229
12829,-0.103838,-0.293392,-0.313276
12830,0.370421,-0.770426,-0.384651
12831,-0.364537,-0.736053,-0.149373
12832,0.446763,-0.741104,-0.352749
12833,-0.276651,-0.630474,0.166622
12834,-0.432026,-0.683017,-0.363528
12835,-0.133794,-0.392885,0.0343092
12836,0.106505,-0.691012,-0.0654438
12837,-0.0215192,-0.264376,-0.0983927
12838,0.371811,-0.723837,-0.113753
12839,0.44117,-0.56632,0.0443489
12840,0.20827,-0.555692,-0.0197632
12841,0.0561926,-0.424683,0.299047
12842,0.0289045,-0.2947,0.261681
12843,0.305717,-0.595491,-0.19193
12844,0.480304,-0.6064,0.0500251
12845,0.0653158,-0.709757,0.227076
12846,0.172953,-0.493135,-0.322188
12847,0.194048,-0.641524,0.351167
12848,0.415271,-0.724846,-0.353579
12849,0.272958,-0.557404,-0.353399
12850,0.173245,-0.746776,0.0759423
12851,-0.274954,-0.660472,-0.289915
12852,-0.118238,-0.706625,-0.0748292
12853,-0.112994,-0.459135,-0.103536
12854,0.382807,-0.662117,-0.132051
12855,0.123268,-0.722319,0.149322
12856,0.206788,-0.664493,0.016846
12857,-0.158461,-0.548077,-0.241405
12858,-0.0433004,-0.317876,-0.287381
12859,-0.325107,0.173512,0.0445134
12860,0.232133,-0.592518,-0.132203
12861,0.0111242,-0.404575,0.0366315
12862,-0.424328,-0.704367,0.383505
12863,-0.0565102,-0.581799,-0.381493
12864,0.301168,-0.620675,0.269235
12865,-0.241818,-0.706,0.270079
12866,-0.0179021,-0.690156,-0.142057
12867,-0.0567118,-0.707374,0.143743
12868,0.0322536,-0.700773,0.0690158
12869,-0.113214,-0.667439,-0.24313
12870,0.185014,-0.747669,0.109388
12871,0.324191,-0.779544,0.210825
12872,0.338002,-0.694267,0.257296
12873,0.0301498,-0.692309,0.00514145
12874,-0.105107,-0.394842,-0.327187
12875,-0.250344,-0.506243,0.146754
12876,0.0936266,-0.708422,0.0145639
12877,-0.0380017,-0.699158,0.177688
12878,0.0903732,-0.299956,0.0793448
12879,0.345208,-0.762442,-0.148384
12880,-0.0567555,-0.732525,0.0757354
12881,-0.0489313,-0.531256,0.148898
12882,0.417649,-0.662603,-0.219391
12883,0.321179,-0.719218,-0.163724
12884,-0.0494806,-0.269959,-0.327277
12885,0.20539,-0.422123,-0.285783
12886,0.0342463,-0.72412,-0.165592
12887,-0.203737,-0.489041,0.0729104
12888,-0.0452564,-0.439952,-0.206285
12889,0.325086,-0.639661,0.0731676
12890,0.212733,-0.707222,-0.289484
12891,-0.00371827,-0.634184,0.352592
12892,0.0840296,-0.683907,-0.140017
12893,-0.231969,-0.6785,-0.0913835
12894,0.00793217,-0.370435,0.0272383
12896,-0.20636,-0.66989,-0.241751
12897,0.0353188,-0.69804,0.187125
12898,0.029079,-0.728509,0.133025
12899,-0.326801,-0.713645,0.0021119
12900,-0.0204168,-0.486946,-0.305817
12901,-0.161271,-0.695234,-0.207826
12902,0.138756,-0.551763,0.20454
12903,0.234678,-0.663338,-0.372915
12904,0.167601,-0.54322,0.184673
12905,0.269196,0.131732,0.260937
12906,-0.0895844,-0.341827,-0.22015
12907,0.188886,-0.435213,0.384826
12908,0.453219,-0.676836,0.231998
12909,-0.182017,-0.638545,-0.384334
12910,-0.202075,-0.389629,0.0821865
12911,0.258716,-0.715627,-0.284429
12912,0.141899,-0.446084,-0.064566
12913,0.157461,-0.623194,0.354641
12914,0.314414,-0.567286,-0.00777661
12915,-0.187094,-0.470508,0.0424537
12916,-0.171976,-0.731981,-0.0794122
12917,0.0982815,-0.75614,0.0786368
12918,-0.47602,0.350292,0.377769
12919,0.29365,-0.712772,-0.185184
12920,-0.426114,-0.698937,-0.315345
12921,0.216288,-0.696583,0.0896841
12922,-0.209005,-0.673105,0.253933
12923,-0.00988921,-0.524016,-0.00809208
12924,-0.0876588,-0.708406,0.00374084
12925,0.143164,-0.533136,0.046736
12926,0.315063,-0.715467,-0.0950064
12927,-0.419893,-0.57488,-0.0828927
12928,-0.163927,-0.428036,-0.134467
12929,0.281243,-0.723951,0.247043
12930,0.124211,-0.27657,0.0217766
12931,0.0205345,-0.282145,-0.19458
12932,0.282104,-0.738972,-0.281126
12933,0.163145,-0.524358,-0.304605
12934,0.304661,-0.770499,0.0362559
12935,-0.13149,-0.642695,-0.257403
12936,0.0397285,-0.460552,-0.351918
12937,0.375105,-0.730202,0.243624
12938,0.0289543,-0.687256,0.21568
12939,-0.400876,-0.596789,-0.103531
12940,0.102486,-0.540568,0.31869
12941,0.0492715,-0.45276,0.323789
12942,0.131314,-0.697384,-0.125295
12943,0.292593,-0.729568,-0.0193676
12944,-0.0316788,-0.71717,0.0419746
12945,0.333143,0.205065,0.288621
12946,-0.381332,-0.712865,-0.126106
12947,0.248413,-0.690695,0.384944
12948,0.135588,-0.443436,0.240367
12949,0.306554,-0.710175,0.273076
12950,0.0559686,-0.706071,0.164269
12951,-0.057654,-0.389161,-0.17731
12952,-0.307882,-0.494667,0.104032
12953,0.12128,-0.4143,0.182297
12954,-0.354586,-0.663602,0.353865
12955,-0.191597,-0.553369,-0.0744963
12956,0.0868096,-0.480702,0.11028
12957,0.15912,-0.55776,0.0302809
12958,-0.00504636,-0.42776,-0.381621
12959,0.131509,-0.743516,0.0540546
12960,-0.251619,-0.520584,0.268421
12961,-0.348101,-0.633039,-0.076155
12962,-0.066657,-0.694756,0.266795
12963,0.145679,-0.71356,0.214268
12964,-0.0587739,-0.688784,-0.0968704
12965,-0.00188484,-0.676277,-0.169184
12966,-0.279347,-0.716352,0.092964
12967,-0.268641,-0.566453,-0.028295
12968,-0.31039,-0.686786,-0.212118
12969,-0.481479,-0.688704,0.291762
12970,-0.055335,-0.265152,-0.29054
12971,0.098642,-0.639849,-0.323859
12972,0.180099,-0.699893,0.293964
12973,0.161545,-0.414977,0.247607
12974,-0.0893358,-0.49348,0.0502411
12975,-0.314847,-0.502262,0.367253
12976,-0.230091,-0.660168,0.349831
12977,0.453668,-0.788243,-0.0197959
12978,-0.0880855,-0.714581,0.137176
12979,0.331064,-0.6591,-0.165746
12980,-0.468548,-0.701889,0.131093
12981,0.346719,-0.604964,-0.259821
12982,-0.167899,-0.622152,-0.359895
12983,0.392769,-0.780059,0.140067
12984,0.268176,-0.575458,0.00513683
12985,0.0964153,-0.374518,0.158119
12986,0.0998214,-0.644736,0.318199
12987,-0.319045,-0.627713,-0.300859
12988,0.0899157,-0.631783,0.277493
12989,0.0976497,-0.427618,0.0231875
12991,-0.13237,-0.710931,-0.123158
12992,0.081657,-0.589932,0.350399
12993,-0.104109,-0.544729,-0.147088
12994,0.423857,-0.574879,0.379114
12995,0.290013,-0.800013,0.0540669
12996,0.472488,-0.715626,-0.126438
12997,0.254778,-0.72189,0.0230832
12998,0.107166,-0.680686,-0.101194
12999,-0.0690689,-0.710363,0.193259
13000,-0.312255,-0.573157,0.0679429
13001,0.385072,-0.651145,0.148142
13002,-0.148392,-0.355675,0.248431
13003,0.300003,-0.68626,-0.314518
13004,0.180673,-0.701698,0.0499637
13005,0.0791135,-0.527216,-0.288903
13006,-0.0144668,-0.384531,-0.351437
13007,0.0424675,-0.363775,0.286164
13008,0.367784,-0.761856,-0.250208
13009,0.0974694,-0.667306,-0.338682
13010,-0.0167107,-0.252236,0.0424181
13011,0.089262,-0.465598,-0.355739
13012,-0.365593,-0.691631,-0.0713595
13013,0.449315,-0.781812,0.114993
13014,-0.0298435,-0.422691,0.355969
13015,0.0597796,-0.391672,-0.325838
13017,0.325634,-0.760554,0.238154
13018,0.363105,-0.77843,-0.277094
13019,0.442007,-0.634422,-0.15883
13020,-0.309911,-0.721313,0.178
13021,-0.481126,0.352257,0.182334
13022,0.207017,-0.700092,-0.214455
13023,0.0780806,-0.53728,-0.0993091
13024,0.0951425,-0.699307,-0.176544
13025,0.0853906,-0.41983,0.253079
13026,0.090366,-0.449009,-0.248144
13027,-0.158995,-0.374656,-0.109267
13028,0.166311,-0.463859,0.0818106
13029,0.126815,-0.662631,-0.323856
13030,-0.302503,-0.558733,-0.138431
13031,-0.0944636,-0.298775,0.0866487
13032,0.0223376,-0.423133,-0.14834
13033,0.135191,-0.684769,0.291376
13034,0.170391,-0.706346,0.119377
13035,0.480166,-0.697925,0.23931
13036,0.11798,-0.475814,0.357935
13037,-0.100042,-0.683676,-0.053601
13038,-0.481805,-0.627128,-0.117913
13039,0.342301,0.262899,0.38124
13040,0.452791,-0.700829,-0.238789
13041,0.376288,-0.717263,0.174337
13042,-0.244769,-0.579316,-0.0109599
13043,0.308352,-0.579133,0.150929
13044,0.276907,-0.728549,0.0868997
13045,0.477404,-0.661618,0.169422
13046,0.415432,-0.786955,0.0962116
13047,0.310253,-0.633556,-0.0351188
13048,0.0496602,-0.713719,0.108421
13049,-0.215177,-0.515519,0.173111
13050,-0.25775,-0.510534,-0.123821
13051,0.446587,-0.594924,0.278165
13052,0.232504,-0.670675,-0.33792
13053,-0.00467682,-0.658279,0.268977
13054,-0.0158321,-0.710888,0.0104749
13055,-0.315993,-0.633997,-0.333934
13056,-0.225374,-0.532903,0.352313
13057,0.0543393,-0.321559,-0.0171875
13058,0.346053,-0.703562,-0.107996
13059,-0.118077,-0.681888,-0.137134
13060,0.403413,-0.71908,-0.196422
13061,-0.217533,-0.670923,-0.212711
13062,0.390224,-0.596233,-0.157958
13063,0.395192,-0.634416,0.185218
13064,-0.401405,-0.553387,-0.0399284
13065,0.345137,-0.706552,-0.0625693
13066,0.0465086,-0.35885,0.216332
13067,-0.32296,-0.748977,0.194626
13068,0.129054,-0.717248,-0.0271509
13069,0.0508013,-0.386274,-0.384738
13070,0.421907,-0.636489,-0.339384
13071,-0.389611,-0.627217,-0.0278256
13072,-0.00288113,-0.496499,0.253919
13073,-0.128443,-0.713432,0.206178
13074,0.182171,-0.405577,0.146387
13075,0.382217,-0.7729,-0.0389837
13077,-0.136523,-0.525151,-0.235579
13078,0.483569,-0.75406,0.213011
13079,0.0327805,-0.676373,0.0454557
13080,0.320902,-0.670583,-0.137364
13081,0.221831,-0.59875,0.253808
13082,0.210241,-0.730164,0.10049
13083,-0.323053,-0.58351,-0.237682
13084,-0.00811093,-0.464879,-0.102986
13085,-0.302026,-0.49005,0.0686619
13086,0.143652,-0.676842,0.34898
13087,-0.296782,-0.596209,0.0982739
13088,0.218721,-0.704436,-0.0746361
13089,0.303568,-0.760682,0.176654
13090,0.165655,-0.700214,0.264684
13091,-0.142831,-0.57353,0.235303
13092,-0.170725,-0.352971,0.283628
13093,0.0834439,-0.304502,0.227428
13094,-0.0813713,-0.483335,-0.192193
13095,0.316044,-0.74529,0.2068
13096,0.0271177,-0.622855,-0.319127
13097,-0.0418594,-0.24978,-0.132783
13098,0.00468276,-0.527122,0.072735
13099,0.0493139,-0.71637,-0.0164788
13100,0.00656813,-0.580868,0.382193
13101,0.249621,-0.718844,-0.0639262
13102,0.272295,-0.685674,-0.293238
13103,-0.313361,-0.570234,-0.0373863
13104,-0.484615,-0.621055,-0.245927
13105,0.373109,-0.726448,-0.183389
13106,0.169639,-0.743037,0.188708
13107,-0.315272,-0.661219,0.314491
13108,0.0616726,-0.684248,0.298478
13109,-0.162472,-0.660979,-0.24283
13110,-0.113329,-0.68804,-0.16846
13111,0.0986177,-0.544637,-0.206061
13112,-0.155838,-0.430693,-0.265999
13113,0.00665054,-0.681845,0.189179
13114,0.27091,-0.54315,-0.0136162
13115,0.0473875,-0.476258,0.371297
13116,-0.185855,-0.436595,0.245932
13117,0.199212,-0.71116,0.0250665
13118,-0.0421319,-0.459422,0.0352104
13119,0.0731767,-0.737755,0.129728
13120,0.135664,-0.531154,-0.0288051
13121,-0.000698149,-0.357692,0.38379
13122,0.103275,-0.369664,0.233656
13123,-0.393418,-0.59565,0.32596
13124,0.260561,-0.639066,-0.383235
13125,0.350542,-0.565578,0.147462
13126,0.391374,-0.67492,-0.235047
13127,0.266619,-0.514911,-0.238203
13128,-0.338642,-0.560249,-0.140225
13129,-0.0407732,-0.679536,-0.166098
13130,0.178107,-0.725273,0.162301
13131,0.0209646,-0.687499,-0.0508148
13132,0.224918,-0.507188,0.152753
13133,-0.431569,-0.735476,-0.0967221
13134,0.252365,-0.507222,0.0605527
13135,0.303649,-0.745063,-0.100648
13136,0.333399,-0.749017,0.314446
13137,-0.19774,-0.483876,-0.263549
13138,-0.0917293,-0.385464,-0.296078
13139,-0.109196,-0.28463,0.253397
13140,0.168598,-0.554254,-0.00187786
13141,0.13312,-0.342541,0.254616
13142,-0.17037,-0.596135,-0.382437
13143,-0.225799,-0.404821,-0.384051
13144,-0.130407,-0.463825,-0.0737616
13145,0.42487,-0.738778,0.215239
13146,-0.176225,-0.69888,-0.162087
13148,-0.0733005,-0.344306,0.212834
13149,0.453683,-0.615567,0.149196
13150,0.483008,-0.759527,0.295273
13151,0.226211,-0.752017,0.131948
13152,-0.0350449,-0.662177,-0.0995358
13153,0.339346,-0.616649,-0.156765
13154,0.103893,-0.417552,-0.0266064
13155,-0.00741484,-0.369731,0.250523
13156,0.200867,-0.724224,0.13365
13157,-0.0688646,-0.311303,-0.142708
13158,-0.153312,-0.567999,-0.38461
13159,0.371531,-0.61905,-0.209507
13160,0.483852,-0.789838,-0.338941
13161,-0.0270362,-0.300966,0.0161207
13162,-0.183997,-0.561948,0.354847
13163,-0.121675,-0.661718,0.329963
13164,-0.000280308,-0.640763,-0.319706
13165,0.0284003,-0.279421,-0.0906154
13166,-0.286241,-0.599365,-0.316737
13167,-0.00561641,-0.717547,0.186423
13168,0.182706,-0.64153,-0.326395
13169,-0.0661176,-0.615953,0.351156
13170,0.356546,-0.675824,-0.213552
13171,-0.0343173,-0.678702,0.267892
